Sample_ID;Date;Treatment;Plant;Repetition_measurment;CH5O+;C3H5O+;C5H7+;C5H9+;C5H11+;C6H9+;C6H11+;C6H13+;C7H9+;C7H11+;C6H11O+;C6H13O+;C6H15O+;C7H7O+;C8H13+;C8H8N+;C10H15+;C10H17+;C8H15O2+;C8H17O2+;C11H17+;C9H11O2+;C11H19+;C8H10NO2+;C10H12O2+;C12H21O2+;C15H25+;C16H27+
Background 12;8/25/2020;background;#N/A;12;2.0598743;376.7721;88.114;242.625;18.3567;257.7293;108.326;4.7957;173.3837;87.2639;76.7884;17.5333;1.1738;145.0343;78.9904;21.0108;12.5077;44.9035;24.6486;7.7849;2.5438;6.3317;1.7899;3.5115;3.4602;6.2705011;4.5484;0.46311656
Background 12;8/25/2020;background;#N/A;12;0.90740633;334.7009;103.1427;269.3647;16.886;310.7624;138.3745;7.708;181.9492;69.7421;78.9545;18.6121;1.5308;136.38405;90.079;26.806;14.9457;45.6724;21.9559;7.8174;3.3958;6.3436;3.2184;2.4827;6.6553;5.0683908;2.6447;2.5882621
Background 12;8/25/2020;background;#N/A;12;4.1934199;391.6583;81.8694;266.7113;18.9138;333.6643;119.6928;8.84;202.1862;77.2713;60.6493;14.3504;2.0945;138.03841;81.7389;31.5316;16.9509;39.4459;18.1763;7.0361;4.2729;6.8921;2.6036;4.342;8.5643;3.7166622;3.3995;0.59246218
Background 12;8/25/2020;background;#N/A;12;0.47694927;327.5988;103.182;256.3447;20.1981;363.5783;146.3408;8.2257;208.5572;80.2673;68.6606;16.6039;3.718;141.20714;81.241;26.0681;17.8052;52.6176;19.2328;10.6437;2.4167;8.8481;2.3574;3.3606;5.8864;2.975018;2.5176;0.60374522
Background 12;8/25/2020;background;#N/A;12;1.0277715;356.5634;100.3982;259.6527;17.7774;348.5007;120.5214;8.1133;222.4288;80.3359;69.8831;23.4983;0.7484;147.39943;92.57;17.8834;22.1758;44.535;27.8967;10.5762;3.5431;7.1103;4.0385;8.7942;11.2861;0.33714166;3.9278;0.39838013
Background 12;8/25/2020;background;#N/A;12;5.3222675;351.581;89.1789;244.5503;20.508;349.9806;134.7014;12.0995;183.5258;77.3686;87.4697;18.5731;1.0405;142.694;87.7537;26.4892;20.4088;46.5784;29.5788;4.2138;5.4533;6.7361;3.5531;4.9796;15.4021;5.7969608;6.2913;3.4144742
Background 12;8/25/2020;background;#N/A;12;3.4065979;383.3985;97.5187;291.8055;22.8501;437.6028;174.1288;16.8599;208.695;87.4253;85.2609;11.7391;1.7873;137.78529;106.4436;20.385;17.0779;44.3627;23.2568;11.7995;4.0576;7.7117;4.8879;3.0355;4.4164;0.77099442;7.0424;3.2736475
Background 12;8/25/2020;background;#N/A;12;0.89422733;374.1214;100.2334;282.3753;25.7973;433.2654;236.3874;10.283;184.4286;88.9531;89.2395;18.2773;1.5871;152.96861;127.2533;19.8451;17.8342;59.2481;28.8822;8.3429;2.5388;8.2132;2.9016;4.5335;17.9551;0.73382282;9.8558;0.21777233
Background 12;8/25/2020;background;#N/A;12;3.6558905;359.7654;113.1683;294.0575;27.2496;395.6798;181.7606;6.8815;206.436;98.4125;105.0607;19.2612;1.8546;141.23798;110.789;21.2376;22.6042;55.4385;25.5471;6.6789;5.7772;7.8617;4.3479;6.7133;10.0871;1.1360012;4.1298;0.30637318
Background 12;8/25/2020;background;#N/A;12;6.1565499;347.7851;85.5928;295.9298;30.2938;328.9564;182.2888;6.6717;193.4058;87.8744;74.2392;12.3867;2.1661;144.04625;115.983;23.3713;16.3085;44.6821;25.6298;6.6825;3.676;14.9162;4.3308;1.9427;9.973;3.0583079;8.0351;0.41829461
Background 12;8/25/2020;background;#N/A;12;1.3926517;387.195;100.0845;353.0107;23.593;342.3981;158.4258;8.6861;204.42;93.8001;65.8895;13.8206;1.3489;153.46172;167.6261;22.5682;21.0791;74.512;26.2311;4.2306;5.3178;5.1855;3.3915;4.0936;8.9314;1.2375363;6.2768;1.4795135
Background 12;8/25/2020;background;#N/A;12;2.2194912;364.3657;99.2126;271.2995;20.2453;279.1679;141.8675;9.7978;197.4098;95.3298;69.5423;18.1443;1.4163;150.89317;113.2283;25.2483;12.4065;54.3529;32.8321;4.0196;2.5496;7.6498;4.4241;3.5181;8.6842;1.2287945;4.2142;0.52223825
Background 12;8/25/2020;background;#N/A;12;0.71033001;354.7337;93.7281;243.071;20.4614;290.1264;143.0952;10.2709;205.5945;82.1603;65.6218;9.4092;2.4255;139.90652;100.5394;24.6104;9.5393;59.781;30.8232;7.6229;9.0948;6.6323;5.0023;2.7117;9.5804;2.2199435;2.7667;1.4725478
Background 12;8/25/2020;background;#N/A;12;2.8519132;339.9363;81.4237;253.4607;27.4949;272.7661;141.9388;7.2098;190.9822;92.1673;72.6769;18.1453;1.8086;147.63409;124.7703;22.7881;16.5633;35.7969;23.446;10.4953;4.0703;9.2637;2.5666;4.8185;10.3629;2.1041088;1.9963;1.20989
Background 12;8/25/2020;background;#N/A;12;1.5548819;329.334;84.2998;245.4874;26.0531;266.5824;136.2268;6.0235;203.5524;91.3593;70.2458;12.7018;1.964;153.981;122.8335;25.2599;17.9269;38.3468;23.2633;12.7396;2.7451;3.1004;4.7161;4.7431;12.2154;4.6948028;5.8961;0.16387786
Background 12;8/25/2020;background;#N/A;12;2.8682837;345.7873;84.1806;215.2569;24.8744;278.7617;138.3876;7.6632;179.6539;72.4316;68.7822;16.1197;1.5252;138.39867;90.1062;18.3831;12.8627;38.9986;31.5605;10.9881;3.9395;16.4225;4.5725;3.919;6.6213;0.90807641;3.7548;1.2761046
Background 12;8/25/2020;background;#N/A;12;2.5755959;340.1374;94.2877;222.242;19.926;260.6738;135.1169;5.6165;152.7356;82.2903;79.9536;16.5376;1.2794;160.20862;95.4368;28.111;18.4728;27.7208;27.5199;9.2053;7.5715;9.6778;3.7414;6.9276;6.6613;3.6341991;3.7555;0.48939219
Background 13;8/25/2020;background;#N/A;13;2.0450013;216.701;49.1108;34.7649;2.4173;178.6084;154.9762;3.9025;20.7861;54.3966;45.8362;8.5528;0.1609;123.4249;41.5846;10.3289;4.2284;73.8992;12.7248;4.62;3.8585;8.0736;3.2234;6.6148;2.159;0.26567018;0.015;1.8587723
Background 13;8/25/2020;background;#N/A;13;0.26565331;215.759;44.8843;27.1891;2.5589;160.1533;175.8655;2.1874;34.5065;50.9839;48.4644;9.354;0.0969;125.03506;20.5953;6.7761;6.2419;72.0306;22.3295;2.4842;4.2763;6.4184;1.0034;6.884;3.556;0.52120811;1.1714;1.5390546
Background 13;8/25/2020;background;#N/A;13;0.652013;215.7292;47.0499;27.0776;3.1139;186.6601;164.5212;1.5477;30.996;53.1054;42.5642;4.165;1.1886;139.65834;34.9964;10.9904;4.4721;76.7491;8.9908;2.9404;1.7459;7.0973;4.7104;6.2139;2.5308;0.037133478;0.1278;1.1402532
Background 13;8/25/2020;background;#N/A;13;0.31534803;238.2081;46.1815;34.7043;5.0089;199.5516;159.4978;3.5824;20.6659;48.9465;39.8956;4.9842;0.9494;133.20248;32.3916;10.8335;1.6084;78.0106;13.5421;2.4964;2.0854;5.3239;3.4159;3.1349;2.3525;0.18000148;0.0517;0.55756855
Background 13;8/25/2020;background;#N/A;13;2.2052321;216.1978;48.8891;27.9325;6.7148;163.5409;152.593;0.7898;28.3681;45.637;50.8792;4.4376;1.6582;123.27622;31.03;10.7672;6.8152;82.4665;10.9318;2.3598;2.9924;9.9417;1.8006;0.3476;2.7314;0.77167755;2.6718;1.4410143
Background 13;8/25/2020;background;#N/A;13;1.0216086;249.7315;41.3672;27.3016;6.9558;163.384;146.6138;0.9999;38.0197;49.3665;45.2202;5.4725;0.5883;123.42461;29.1663;12.5141;3.8088;72.0712;11.2082;2.1832;3.1828;7.2669;3.098;2.7733;3.0317;0.60864812;1.0127;0
Background 13;8/25/2020;background;#N/A;13;2.8408639;314.4538;57.3811;41.268;7.5993;189.4257;187.2315;4.3982;77.92;50.6319;63.3199;7.3224;2.7867;134.78348;38.2595;19.2806;8.509;81.1462;13.8857;2.9765;0.697;6.9318;2.1167;3.0834;5.0316;1.7624577;2.0653;3.5005596
Background 13;8/25/2020;background;#N/A;13;1.6469276;442.739;74.4453;62.4652;13.6187;222.4589;219.4319;1.5725;138.3267;95.4684;55.7686;13.7245;1.7346;132.14664;51.2643;28.8614;32.4754;77.4633;24.049;4.9456;2.5157;13.5047;3.8991;2.2655;7.7935;1.9058459;1.11;0.11116777
Background 13;8/25/2020;background;#N/A;13;3.1839373;374.2588;72.7306;65.7228;9.7441;219.9262;220.9122;3.5934;132.1981;94.928;59.0907;11.331;2.0717;123.4943;42.0345;26.7023;37.2361;99.4092;23.5459;8.2121;2.7881;16.43;8.4889;8.3632;9.4366;1.5959774;0.5421;1.4156617
Background 13;8/25/2020;background;#N/A;13;1.1241953;374.3233;82.8875;88.4849;8.9601;247.2771;216.6623;2.482;147.9469;83.2354;51.371;17.9197;3.1325;148.03546;62.2785;25.8675;44.3052;95.6263;27.2794;4.655;3.4297;10.3789;3.6474;4.6266;5.3127;1.5926734;1.8966;0.177293
Background 13;8/25/2020;background;#N/A;13;6.6435623;366.9245;80.1078;82.7344;15.5635;249.8965;242.4965;4.898;119.1995;93.4574;65.5768;11.5997;0.9957;146.45093;65.5997;33.5563;55.7635;78.6861;20.9743;8.7207;4.474;14.5199;1.3712;3.0379;7.4416;1.0103947;0.6326;1.0079432
Background 14;8/25/2020;background;#N/A;14;0.98084313;351.8863;149.5992;487.69;27.1826;331.5524;348.4122;10.4289;181.2989;114.6996;62.2504;11.1934;4.6739;178.2327;211.0405;14.3028;8.5974;36.3302;46.3702;9.376;2.1131;11.9591;5.5958;5.5816;7.9128;1.1654043;7.7124;1.1768992
Background 14;8/25/2020;background;#N/A;14;4.1239324;383.4908;165.9891;571.4189;31.2257;354.0042;331.1727;6.6961;203.9944;130.1472;70.7513;15.201;2.3404;136.30606;189.7388;14.122;12.6494;65.778;30.1928;10.2787;5.0273;15.5806;1.0444;1.3594;3.5924;2.1839342;2.435;0.95319968
Background 14;8/25/2020;background;#N/A;14;1.8950083;345.2781;167.2286;498.3207;31.5878;317.9728;338.601;14.1926;164.9224;108.5827;74.9569;9.2546;2.8926;185.13092;206.4438;12.5013;12.6133;43.7815;34.6626;7.1883;4.342;6.9913;4.4619;5.7208;9.1995;2.2050776;1.3358;0.5833416
Background 14;8/25/2020;background;#N/A;14;0.63158351;348.8825;140.4898;489.8201;27.8844;319.2786;303.9183;6.3753;166.545;120.9446;54.8145;14.1841;1.5407;157.06856;183.4895;11.0782;14.3206;43.4482;39.6852;12.3344;4.4362;10.3446;5.7628;1.5221;5.7948;0.11111715;2.4837;0.3724978
Background 14;8/25/2020;background;#N/A;14;1.2984086;354.1545;140.9237;539.6832;39.1296;343.45;358.0288;7.7319;165.3957;121.218;69.6005;13.6002;2.0609;164.95866;195.4332;11.401;22.1736;46.3222;36.9439;7.479;7.8115;9.5401;6.0745;7.2603;6.4412;1.5814592;2.7621;1.0890906
Background 14;8/25/2020;background;#N/A;14;0;325.4034;197.0188;602.6113;29.9652;368.7943;398.2295;17.4046;167.5873;143.8308;69.4512;21.1814;1.1523;188.59915;230.3891;13.8096;17.8366;49.628;40.7901;16.0181;5.7997;12.9424;2.0879;6.643;6.5534;1.7450899;5.5108;0.3165125
Background 14;8/25/2020;background;#N/A;14;2.19979;355.1268;180.5074;568.9528;33.3364;425.8032;439.5835;8.7572;184.3113;113.26;75.5751;15.9282;1.9785;182.63;287.5248;21.7038;17.8581;47.5339;39.6909;16.1065;4.1402;11.2325;7.2771;4.782;5.8274;1.1516441;4.5083;1.8166316
Background 14;8/25/2020;background;#N/A;14;2.744945;355.9761;157.6754;571.9768;40.4153;384.4783;373.8094;11.2138;197.2549;130.3773;69.6592;16.0716;3.2896;169.41985;230.8927;17.0193;11.1767;41.0158;33.2883;10.7652;2.3744;11.3717;3.3632;3.2785;6.0863;3.7289915;2.3662;2.1239464
Background 14;8/25/2020;background;#N/A;14;4.529089;370.5119;187.6712;588.436;32.296;376.4571;354.8462;9.0848;150.6958;126.1836;69.3509;19.4364;2.1588;163.86385;233.3205;13.9002;10.4639;55.2445;45.3485;12.0753;1.8976;9.7055;8.0163;4.0223;7.3758;0.74791312;2.1491;0.36604694
Background 14;8/25/2020;background;#N/A;14;0.5268057;367.6016;183.4333;561.2259;37.9017;412.7498;404.2999;8.2997;176.7833;141.5253;63.3302;14.5762;1.0748;154.72934;266.8494;8.6528;15.0897;44.6125;50.1518;10.1737;3.0006;9.7177;5.0684;3.1664;8.1613;1.9632101;1.6884;0.96122205
Background 14;8/25/2020;background;#N/A;14;1.8055193;347.364;173.9966;571.6111;36.3142;404.3784;419.8219;11.5778;196.2953;112.22;71.3276;18.0164;1.9153;163.49608;255.5274;16.5387;12.3896;48.836;40.7731;13.6974;7.6148;11.3698;3.9134;4.2417;6.8505;1.0728458;6.4719;0.26520178
Background 14;8/25/2020;background;#N/A;14;0.39044967;409.7226;206.5003;699.7615;39.3714;438.1511;487.8177;10.8377;239.8306;150.3537;89.3854;15.3827;2.5255;160.14655;587.5474;18.4429;20.8513;49.7486;52.5058;20.6807;11.0854;15.9487;4.5259;4.04;24.5828;1.3564277;5.414;0.084975503
Background 14;8/25/2020;background;#N/A;14;1.1091954;363.1404;179.0216;617.2662;36.7059;527.16;488.4182;9.2451;195.024;132.7342;87.114;18.0521;2.1031;178.53842;466.9229;19.9427;24.2549;62.0665;42.1546;16.4648;10.6074;8.5485;6.1493;4.7968;19.6024;2.4648676;4.6357;1.6187229
Background 14;8/25/2020;background;#N/A;14;1.8739675;399.2564;199.9507;668.7033;47.052;452.4699;447.6759;11.5637;192.839;150.0496;82.2655;16.2256;4.1316;168.29362;381.9201;15.2178;13.4706;54.5247;53.2076;14.5377;5.8085;16.9383;1.7346;1.5536;9.6452;1.1560622;5.9877;1.6493436
Background 14;8/25/2020;background;#N/A;14;1.7142415;386.0028;173.9866;646.9299;52.6913;440.8054;418.3939;13.9765;192.0404;142.7729;70.3933;14.7361;2.9498;163.88866;359.6464;11.1121;22.8632;76.7994;53.2101;17.751;6.1919;15.6734;4.8484;5.7211;10.9264;2.5142939;10.0236;2.7130151
Background 14;8/25/2020;background;#N/A;14;0.23995361;355.4803;203.3431;614.4474;48.5492;473.7396;393.1186;9.8925;196.9796;154.2851;80.9833;20.7896;2.1409;170.81931;296.4279;20.0606;13.896;71.4664;68.2204;17.2119;7.2803;16.745;4.1554;6.0259;5.7925;1.2323964;5.2987;0.086336099
Background 14;8/25/2020;background;#N/A;14;1.2495373;412.746;176.311;609.2634;45.3242;498.1657;451.2197;10.0434;184.4881;138.0229;82.9939;14.8222;1.3997;166.35371;316.5048;15.075;14.9751;73.0289;64.9076;10.0957;8.9134;18.9666;3.3253;4.8553;10.5084;2.4118197;4.5977;0.65012074
Background 14;8/25/2020;background;#N/A;14;2.5626686;381.7275;190.343;591.7548;40.0119;535.7583;458.0768;6.4764;194.7108;139.5149;90.4407;15.4762;1.618;144.64342;235.5125;16.6683;18.1171;70.3104;56.2269;14.1696;4.8347;19.5272;6.5124;3.6475;7.7542;1.2415446;6.6161;0.4200252
Background 14;8/25/2020;background;#N/A;14;0.99094886;402.4362;223.6353;640.4304;38.9647;609.391;478.3068;14.8133;193.9219;158.3413;111.6144;22.3919;2.8358;174.00816;272.0339;20.1588;17.0585;82.8027;54.7993;10.7042;6.3552;10.3741;4.1866;3.7703;10.0318;2.6389525;4.7567;1.315102
Background 14;8/25/2020;background;#N/A;14;1.6294506;392.4968;161.7146;534.4324;39.3272;539.9133;438.5652;13.8293;196.6568;153.3312;92.3725;17.5478;2.4922;165.02145;235.1556;16.4545;19.1336;61.6484;48.502;18.1408;6.031;10.7248;8.2999;3.1801;9.5377;0.8785733;6.662;1.6224121
Background 14;8/25/2020;background;#N/A;14;3.6312094;367.2003;167.2722;559.389;43.8016;492.0454;388.3224;13.385;172.7627;138.0447;86.1568;16.9667;1.9795;154.73393;228.8735;11.8403;18.9366;61.2974;48.4359;13.7625;6.4318;13.6536;6.1116;5.4544;8.5345;5.6915436;4.6783;0.45314986
Background 14;8/25/2020;background;#N/A;14;4.5875535;398.8854;160.6732;464.3488;36.6113;405.4182;331.2135;10.9078;171.764;129.5595;92.8661;26.0754;1.8346;158.33342;205.729;15.5473;15.133;50.2458;43.3172;15.7517;5.0131;11.4225;4.8375;1.9036;3.9135;1.0529556;2.1504;1.4481971
Background 14;8/25/2020;background;#N/A;14;1.3698796;347.1243;152.458;409.0353;37.0166;382.1362;291.7771;10.1807;190.5991;126.9838;72.125;14.158;0.5501;167.17583;165.706;19.3546;17.0098;45.0845;39.5764;13.1628;5.6493;9.7658;5.2444;1.4937;7.9355;5.6225224;3.8172;0.004744589
Background 14;8/25/2020;background;#N/A;14;0.062747419;397.2802;169.9882;494.437;33.8706;418.2332;318.3109;14.2822;169.529;132.1553;95.2623;17.4823;1.4554;163.91704;183.8599;22.8848;16.7825;55.3016;45.0001;13.7638;3.3924;14.544;7.0298;2.1279;6.8058;3.9676476;3.4851;1.5831646
Background 14;8/25/2020;background;#N/A;14;0.63915992;350.723;153.3218;500.5031;40.4281;410.6509;344.9418;10.1263;193.9674;112.8165;82.207;25.5205;5.7847;167.21481;187.7982;15.2494;10.2439;44.1843;44.3236;16.3967;6.9807;13.7216;5.1889;3.0203;14.7876;2.2015326;5.4853;3.9154875
Background 14;8/25/2020;background;#N/A;14;1.5269159;246.2953;95.1853;187.7702;26.5174;241.5371;175.3737;4.6842;78.1179;86.4073;57.1915;9.8097;0.8608;134.76665;91.6634;15.5443;8.6265;54.0143;28.3673;9.2879;2.3922;12.6288;2.1894;3.6432;1.8479;1.658386;1.1511;0.9602856
Background 14;8/25/2020;background;#N/A;14;0.24858752;160.7842;44.6913;53.9205;9.111;164.8119;114.1657;1.6041;34.2976;57.5686;39.1714;5.923;0.9982;123.06686;34.1584;11.3346;4.9524;43.6208;24.82;2.7917;1.3632;9.5757;3.5013;2.9162;4.248;0.72387516;1.5555;0.30439511
Background 15;8/25/2020;background;#N/A;15;2.825377;282.8487;81.9097;242.2872;18.9654;152.366;105.7085;5.1335;227.8198;78.9952;57.4072;14.4096;0.7558;154.96358;73.9169;21.7031;7.2248;34.5853;21.5228;3.7463;1.1854;9.3653;2.6364;2.932;4.6623;2.2761505;2.4028;0.85265064
Background 15;8/25/2020;background;#N/A;15;2.3450453;277.2066;89.294;232.5958;24.9343;129.264;100.0089;9.4614;239.9119;73.7181;47.2926;12.0779;3.2239;155.08186;77.2457;24.0128;15.3825;28.9266;24.3346;6.5981;7.5996;7.1721;3.5716;3.6229;2.6904;0.1558307;3.8611;0.37625042
Background 15;8/25/2020;background;#N/A;15;3.7393274;285.3373;84.0901;233.2713;18.9734;136.483;91.7898;9.5593;270.0188;74.3805;73.1464;12.5572;1.2112;146.51517;76.2744;16.7442;9.9292;36.5164;15.403;7.2709;2.852;8.6687;0.5583;2.0288;3.4602;0.57414025;0.4278;0.51320368
Background 15;8/25/2020;background;#N/A;15;2.2598505;284.0703;103.4358;222.7658;13.7939;141.9814;96.4685;5.2041;244.8327;66.199;61.3331;11.0945;0.7904;158.89551;65.5805;16.0118;12.2329;24.1084;17.549;6.5837;3.7557;9.8692;3.854;1.3424;1.947;1.481017;1.7027;0.99205625
Background 15;8/25/2020;background;#N/A;15;1.8924382;279.4815;71.9847;230.9979;22.2989;148.1488;87.7715;10.4383;260.9264;75.4539;64.8334;12.4088;2.7161;168.8409;59.4515;17.4012;14.8278;28.3441;19.1445;4.1106;5.4348;8.5403;1.0255;2.7856;2.1965;2.0604136;0.8157;0.38149416
Background 15;8/25/2020;background;#N/A;15;2.7147217;295.0842;93.4775;225.459;11.0015;146.8747;87.4229;5.5122;271.2221;69.5925;55.6228;24.7869;2.0647;131.1105;67.2248;14.0006;7.3668;27.7422;27.8646;8.5694;6.9281;12.2788;1.2392;6.5479;3.7896;0.66207063;3.348;0.008783057
Background 15;8/25/2020;background;#N/A;15;4.7151308;269.9516;84.4868;252.4756;21.5778;142.9675;88.8685;8.2667;254.2112;68.4597;57.5116;18.7762;1.9803;142.72868;78.4679;15.8524;13.421;20.1749;18.1114;6.1043;4.4441;5.7123;1.7548;1.7977;5.6193;0.35423979;1.6915;0.10887806
Background 15;8/25/2020;background;#N/A;15;1.7258406;249.6492;75.2575;213.215;14.374;141.3832;89.5029;8.2579;248.7211;69.8576;58.6187;22.0697;1.1913;160.88028;70.1316;19.2168;10.1648;27.4735;21.9496;6.438;3.9642;13.6155;2.9361;3.7579;3.7039;0.64917868;0.7986;0.0000116
Background 15;8/25/2020;background;#N/A;15;0.467406;282.8644;77.191;221.737;17.4173;168.3575;91.5759;5.5933;237.9069;71.5338;62.2994;15.7515;1.2408;156.25284;54.4826;14.6387;9.1598;22.4086;24.621;4.6234;4.0712;7.6132;2.9284;2.4524;3.5047;1.805656;1.195;0
Background 15;8/25/2020;background;#N/A;15;1.3740523;263.5586;94.3267;244.9581;15.9126;147.9864;92.5201;5.6933;235.8659;78.6698;63.4754;15.1711;0.3869;150.67618;52.6898;22.6588;10.6411;18.1513;13.7383;7.8494;5.9855;9.8919;1.5734;1.4786;7.9391;4.5593238;1.5632;0.072672039
Background 15;8/25/2020;background;#N/A;15;4.6223607;256.5624;102.0052;210.5311;17.5841;150.0859;102.0604;6.0288;232.0762;56.8976;62.1915;18.8114;1.5785;154.05524;64.9241;25.7057;13.662;33.6488;24.9047;2.6916;2.1556;9.2444;3.5513;3.0363;5.0566;0.91143793;1.694;2.3428557
Background 15;8/25/2020;background;#N/A;15;3.4201431;265.1343;69.4044;234.5718;20.9814;169.808;114.3595;7.2071;249.6294;68.0316;65.6173;17.6401;0.6741;159.28009;61.8649;23.5818;13.4435;24.0429;13.8547;4.8156;0.1874;11.7763;5.2522;1.3767;2.6744;0.24426824;0.3047;0.99852574
Background 15;8/25/2020;background;#N/A;15;4.0172472;257.0684;87.8237;238.1699;16.1922;170.9008;102.0098;5.2872;269.3755;73.6186;59.9899;16.1398;0.5106;164.10753;69.5259;26.4618;17.9511;19.5441;18.3935;7.285;4.4935;6.6646;8.1096;4.1761;5.6548;0.34917879;1.4319;0.006056461
Background 15;8/25/2020;background;#N/A;15;1.1310905;288.5457;89.6692;216.225;13.9758;142.7942;108.2876;8.3887;251.3601;73.3264;58.588;10.3214;1.4083;167.23326;77.7661;22.772;14.8091;18.6971;24.7346;8.6737;5.7064;5.3927;0.7311;4.4249;4.905;0.26673317;1.3965;1.07637
Background 15;8/25/2020;background;#N/A;15;2.763113;316.1526;86.5454;227.4243;14.4779;150.4838;110.1165;4.4299;226.6068;86.2876;68.4114;15.559;3.5093;158.75334;73.0937;17.7628;12.7321;19.3376;12.4077;6.4356;2.1944;10.0188;1.5376;1.7448;2.9395;0.39142823;2.0002;0.41415143
Background 15;8/25/2020;background;#N/A;15;4.0186734;287.2437;101.5206;247.0827;14.6743;128.018;97.7094;9.1217;261.5346;77.21;64.9267;14.7355;2.3641;151.0585;76.4919;16.6388;19.0686;23.0476;22.2981;6.7424;2.1571;6.34;2.9077;4.3209;3.3706;2.6489482;1.716;1.8681563
Background 15;8/25/2020;background;#N/A;15;2.0586271;293.4304;91.0914;215.6796;21.0449;138.8027;101.2808;4.93;249.5781;66.043;69.3968;14.3283;1.0428;153.091;70.796;17.9787;13.6823;18.0507;21.6096;8.0459;2.2809;10.1786;4.4174;4.6717;4.7116;3.3364401;1.4126;0.17681107
Background 15;8/25/2020;background;#N/A;15;0.25712246;269.4291;78.0093;203.2228;22.0428;141.6192;97.608;9.3837;251.5227;89.2059;53.9439;9.0442;1.4859;149.86906;84.3703;16.899;17.4211;20.202;18.5751;4.4406;2.5315;12.8076;5.7747;4.8239;1.9163;0.42082813;0.7418;0
Background 15;8/25/2020;background;#N/A;15;2.6006243;270.8694;80.3115;233.9878;21.4689;160.2863;97.774;8.2034;261.9578;73.7422;67.522;20.4929;1.4094;163.00818;77.3141;22.2575;11.9021;24.5819;19.9022;11.2717;4.6003;9.5031;1.1207;3.8745;3.6976;3.9231827;0.7208;0
Background 15;8/25/2020;background;#N/A;15;0.086927883;277.7112;76.9781;219.7972;13.5401;148.7518;117.261;6.9278;262.9922;72.7301;68.4912;13.3707;3.7334;150.12262;68.6836;23.5939;15.1195;24.8866;20.1158;6.373;5.6965;15.893;4.3779;3.0081;3.6471;0.06198439;0.0922;0.5376209
Background 15;8/25/2020;background;#N/A;15;1.1763197;298.1203;89.3512;252.1084;19.8075;126.6726;118.3047;5.953;250.8384;74.4736;78.2439;11.7532;2.2831;170.61722;84.3159;16.9076;10.0087;27.7005;17.7799;5.5805;0.6469;9.4475;3.2104;0.5209;2.66;0.71659464;3.5652;0.69316781
Background 15;8/25/2020;background;#N/A;15;3.727608;243.5636;83.0859;236.7881;13.6908;149.1948;99.8184;12.0223;255.975;63.7932;58.5902;12.8481;2.0645;167.90222;88.009;21.6277;16.2211;23.196;25.5622;5.8392;1.9054;12.1615;2.2096;3.6915;5.3447;3.3990383;4.8831;0.90361255
Background 15;8/25/2020;background;#N/A;15;1.5903795;257.2208;86.7102;244.1234;21.4444;135.7423;91.9071;7.7031;258.7721;69.8413;57.144;14.335;1.3057;180.43111;60.2124;21.2105;11.4364;19.0996;12.6034;7.8808;4.7577;13.2766;3.2534;6.8052;4.0926;1.5852793;0.0267;0
Background 15;8/25/2020;background;#N/A;15;1.7023295;260.9782;78.8148;249.471;19.8525;144.1288;99.4543;9.5524;273.0731;75.0317;62.1735;15.8179;1.6328;144.4902;62.142;25.1484;17.5838;20.6331;27.2644;5.9866;3.6112;6.8419;3.8594;2.6528;4.2778;1.8698411;0.1403;0.073238887
Background 15;8/25/2020;background;#N/A;15;0.73866141;285.6119;91.6275;217.6437;20.3386;126.3566;113.3703;8.7884;258.3334;75.841;62.41;13.2017;2.3536;152.55821;66.3645;21.2824;12.1604;18.3353;23.5064;10.298;5.3844;4.3028;5.073;2.6097;4.2623;2.436331;0.6833;0.000142234
Background 16;8/25/2020;background;#N/A;16;2.8892562;225.6102;77.771;219.3983;14.2718;145.9112;153.3437;2.9338;165.8304;48.9742;46.887;11.0721;1.071;134.46021;97.1559;15.599;11.704;32.9587;9.9827;4.3484;3.5943;6.4162;1.9974;2.8929;3.6366;0.15647122;2.6622;0
Background 16;8/25/2020;background;#N/A;16;3.8998036;248.9117;89.4682;264.8253;29.3615;194.5439;181.6338;10.9764;163.861;84.273;59.1222;14.4775;1.2911;140.63196;130.6388;17.9069;12.6575;26.6278;17.7615;4.7849;6.1786;4.1293;6.3163;1.4091;5.3585;0.18183464;1.1524;0.4650425
Background 16;8/25/2020;background;#N/A;16;3.0586383;294.9069;85.7884;260.4668;15.0231;177.296;203.4926;14.317;183.2552;86.3732;50.7085;17.2852;0.9446;160.72961;119.4949;14.923;15.3043;43.802;17.3611;7.3059;6.9503;4.953;1.9756;3.6278;3.077;0.20900121;1.1705;0.4711746
Background 16;8/25/2020;background;#N/A;16;0.047378249;274.1149;80.049;245.987;17.3246;177.5524;171.5996;7.6198;178.971;73.256;64.5645;10.188;2.2503;154.33858;91.5554;10.3479;20.2938;32.0684;18.4209;8.737;2.4942;9.3977;4.481;1.4382;2.0161;1.6577569;1.5655;1.1815259
