Sample_ID;Date;Treatment;Plant;Repetition_measurment;CH5O+;C3H5O+;C5H7+;C5H9+;C5H11+;C6H9+;C6H11+;C6H13+;C7H9+;C7H11+;C6H11O+;C6H13O+;C6H15O+;C7H7O+;C8H13+;C8H8N+;C10H15+;C10H17+;C8H15O2+;C8H17O2+;C11H17+;C9H11O2+;C11H19+;C8H10NO2+;C10H12O2+;C12H21O2+;C15H25+;C16H27+
T27S1;9/18/2020;induced;27;1;6.1718349;798.742;323.2015;591.6329;65.6162;833.4944;296.449;23.0578;475.7566;256.4276;193.4446;39.4258;5.3421;378.50739;203.0004;84.1611;39.1036;111.6886;73.4437;22.9133;21.6398;38.3005;11.9893;3.199;21.86;5.1475835;9.8895;2.2684538
T27S1;9/18/2020;induced;27;1;12.864094;822.0867;308.0422;538.2951;62.2353;759.9614;312.5451;20.456;498.9074;279.1856;153.7199;45.3543;2.3016;370.75189;177.3308;69.4404;71.2034;122.8591;75.4299;18.8408;14.9538;45.7579;9.3684;5.5815;15.0525;3.6505413;9.684;2.050236
T27S1;9/18/2020;induced;27;1;3.5701277;785.8832;280.0136;537.2184;77.3687;890.024;279.8964;23.0359;534.3308;253.4986;189.0483;41.3753;7.2259;376.06958;176.6181;64.5414;46.3526;96.1918;76.4146;16.8167;16.5443;51.1047;8.4691;8.4918;19.6973;8.4557056;6.3051;2.9741185
T27S1;9/18/2020;induced;27;1;8.2745047;802.1714;327.935;583.5366;79.7547;994.1794;343.254;24.0398;488.6612;229.0579;177.0239;41.3894;1.6623;402.63815;230.519;79.6001;48.2904;85.3398;103.4587;23.2387;13.1902;33.6904;9.6503;8.4316;18.978;2.9978664;6.1985;5.1782317
T27S1;9/18/2020;induced;27;1;7.8621225;866.0006;368.5288;790.4288;61.6133;1097.2012;497.8638;27.2667;541.0806;268.5839;197.5194;37.7136;3.5194;370.34418;232.5849;43.5332;63.2263;77.1277;77.4024;33.4317;16.0666;35.6288;9.9009;10.6722;20.53;2.3508945;14.3203;1.4498765
T27S1;9/18/2020;induced;27;1;6.640419;854.131;377.0476;816.7312;83.538;1190.0168;505.3277;36.5938;495.6224;245.2482;256.9596;54.5034;2.8779;389.89999;232.419;69.2458;48.9188;139.9509;79.7974;24.5331;19.5342;35.5275;15.1921;8.4925;8.7133;4.3562083;11.2735;7.645112
T27S1;9/18/2020;induced;27;1;10.402451;819.3653;355.2081;872.5875;77.0543;1289.045;477.672;23.203;494.8066;283.5055;244.6473;40.4884;2.6294;335.37961;286.9185;64.1009;67.1768;111.5882;79.2244;31.1777;19.1018;28.4423;19.9036;7.6639;13.7698;5.7473135;9.3264;2.8104424
T27S1;9/18/2020;induced;27;1;13.398748;752.8569;279.9715;466.2299;48.0389;938.4558;413.7388;18.6491;394.5664;252.2601;209.3737;34.9264;0.5443;336.02771;182.9893;73.3949;42.0084;140.4026;83.7974;20.9875;8.3918;51.4984;14.2122;12.3356;14.4634;11.610556;7.9861;2.5200574
C24L2;9/18/2020;healthy;24;2;15.009769;741.9811;235.92;505.3087;57.5832;595.4847;328.1674;17.434;362.6302;156.7349;106.7855;42.0982;5.4539;300.73608;102.4761;30.9882;33.4482;127.1611;35.3413;20.8944;12.2602;28.4658;4.9751;5.3289;12.3996;3.3256035;12.0976;3.3511879
C24L2;9/18/2020;healthy;24;2;8.9132023;747.5502;272.0832;516.6639;58.2464;536.1721;323.69;9.2515;385.7912;185.1365;111.0489;40.969;0.9553;279.08957;120.1007;53.3798;33.6445;122.4905;44.4465;13.4981;10.2576;21.0803;5.4635;2.7024;11.3631;0.12455992;4.9359;2.2800345
C24L2;9/18/2020;healthy;24;2;11.523171;828.351;264.6169;537.0312;65.1981;605.1293;303.2636;12.9902;418.5186;197.7548;119.3488;35.8434;5.7792;301.67072;145.822;44.3462;35.1708;119.8393;32.0106;12.897;7.0263;23.3973;9.3081;1.447;8.2004;1.2556658;11.0055;5.3817353
C24L2;9/18/2020;healthy;24;2;17.220942;830.9714;289.8213;588.1632;47.6053;521.4914;285.119;32.2531;390.1655;209.2044;101.5079;38.0519;1.1406;302.57251;134.9715;52.782;36.2969;91.6217;45.6332;12.6014;11.3093;19.9859;7.6946;2.2396;11.1392;2.2096975;13.8635;2.5669672
C24L2;9/18/2020;healthy;24;2;8.6302967;852.8226;280.562;614.6674;45.4263;653.1141;344.0584;33.2884;420.8868;235.3735;123.7491;46.6473;1.4123;304.18979;166.3705;43.4182;37.2874;140.3328;41.7038;16.3819;12.9267;32.4611;11.4353;3.4662;6.6257;4.1529403;4.2495;2.7315543
C24L2;9/18/2020;healthy;24;2;5.536716;825.8406;343.0105;645.6807;47.1905;697.4;352.3315;23.4929;405.9626;214.8422;132.457;39.7491;2.7003;319.81839;138.4816;51.0927;31.6641;133.0395;44.6106;15.7296;12.3519;21.5325;8.6751;1.0398;12.0219;8.3633127;8.1474;4.0347772
C24L2;9/18/2020;healthy;24;2;15.866517;841.6091;312.3194;627.0897;48.3115;618.7004;329.4042;22.8609;422.7896;257.6422;148.8588;43.0377;1.0565;306.00418;168.4552;42.1028;41.8719;156.2147;54.2304;20.4807;5.2091;48.1114;4.7241;2.5454;18.9542;4.29497;6.8187;1.7840543
C24L2;9/18/2020;healthy;24;2;9.1938934;819.6836;248.5888;574.4386;57.5552;514.8681;265.1821;20.7931;447.0104;244.7676;114.9468;39.4115;1.6555;349.57025;171.6131;57.5273;41.5759;96.1435;50.5394;24.0254;11.8482;31.2206;11.0363;7.2846;5.4713;1.6037233;2.3064;2.4345822
C24L2;9/18/2020;healthy;24;2;13.767995;865.9479;263.7158;537.5148;58.1785;474.7246;260.8358;18.0332;476.6953;200.3549;131.6473;51.0483;3.7838;304.18619;137.4438;71.3594;47.3353;116.733;54.18;14.161;9.2156;36.6267;5.3373;1.4606;13.6601;2.1147914;10.341;5.9404573
C24L2;9/18/2020;healthy;24;2;17.235968;819.4384;300.3583;634.485;76.9645;775.467;356.2211;18.9834;450.9201;190.0603;182.5152;34.9208;2.8138;354.85028;161.9248;54.7566;41.3596;111.7503;67.2932;33.0051;5.9505;34.2223;6.4887;3.9968;12.0697;0.14444457;9.3757;1.8694302
C24L2;9/18/2020;healthy;24;2;17.297968;885.2225;343.9201;861.4293;68.7562;1230.5012;703.1916;28.3361;453.6294;226.5873;190.2686;52.4505;2.5336;370.35074;293.8412;61.9473;36.927;122.9858;66.5831;20.8677;10.4203;42.6984;6.667;4.7575;6.6214;7.8638334;7.4669;6.761158
C24L2;9/18/2020;healthy;24;2;12.851007;887.4724;368.4461;869.542;73.0658;874.0707;596.5535;23.3781;468.0904;285.5549;142.5806;38.6505;3.3096;324.65091;251.0272;57.8337;27.28;142.0473;91.6166;20.7985;13.9154;28.1351;11.2265;1.9777;14.6278;2.1091578;6.416;2.1017303
C24L2;9/18/2020;healthy;24;2;15.545749;844.3258;290.1338;637.1188;93.9721;661.3318;315.904;24.8918;433.2942;256.3291;148.1014;55.9431;5.7017;335.9325;158.8864;68.9016;42.1263;104.9409;37.0699;17.4557;26.6085;27.7719;13.5175;5.1635;13.5767;4.2839727;5.9298;0.63635367
C24L2;9/18/2020;healthy;24;2;1.1714928;820.2184;278.5205;585.6601;61.2509;569.3254;360.2078;12.5228;498.494;266.296;164.4139;58.5637;4.3515;272.44662;189.5676;42.4591;42.5204;94.3469;75.0812;21.865;15.6318;27.9025;22.4654;6.6305;8.1413;7.6240802;6.7789;4.0498247
C24L2;9/18/2020;healthy;24;2;12.673921;823.2344;287.8073;562.2045;70.9774;534.4186;255.9426;13.9976;454.5592;237.8977;128.0973;40.3878;2.0738;328.78333;134.7952;53.8605;33.0806;92.7711;72.9716;17.1612;14.2768;40.5233;11.8979;0;19.9168;8.8659277;9.6386;2.7026911
C24L2;9/18/2020;healthy;24;2;8.6830673;800.5286;310.9438;590.8871;66.5041;597.5931;282.1196;17.0594;515.63;201.6752;122.5324;36.9017;2.4408;314.02512;136.3826;70.5477;46.5535;91.2001;52.3331;16.5321;8.9186;25.1088;7.7346;7.5018;10.3214;3.5859108;2.9486;1.9872167
C24L2;9/18/2020;healthy;24;2;15.120583;815.0994;292.3076;624.3359;41.5404;574.106;292.058;29.754;486.8383;210.5603;129.8094;27.8429;3.7029;316.36356;155.1181;61.5754;40.8568;80.421;59.5921;18.0668;3.7778;35.9198;4.3867;4.4878;16.9316;5.9536777;2.3315;2.4118202
C24L2;9/18/2020;healthy;24;2;4.0672169;855.7934;316.9709;580.913;74.2664;607.2891;285.2107;22.6502;517.8014;220.349;157.2725;36.165;2.0719;363.51941;151.7249;52.3369;49.6446;89.9873;60.9576;11.6196;5.2659;24.3823;7.5354;7.8424;4.5533;2.2151856;6.0651;1.2759303
C24L2;9/18/2020;healthy;24;2;16.006563;884.0723;306.2334;667.2613;62.6644;612.6188;355.7828;16.2685;499.3247;277.5577;110.8219;42.8972;3.348;333.40042;171.2259;65.0539;31.8784;91.6407;67.1361;20.9548;12.1899;48.2185;6.4221;9.0419;10.4669;4.0937266;6.1968;1.337881
C24L2;9/18/2020;healthy;24;2;15.168188;873.6022;331.1954;693.7007;90.5638;592.2999;348.1328;18.0791;466.7249;222.245;141.1252;58.2448;2.8337;328.94522;173.6276;48.93;59.3963;98.8521;68.8674;18.6212;6.6015;43.3486;5.4053;4.64;6.7244;1.982378;9.0357;1.6589243
C24L2;9/18/2020;healthy;24;2;16.813133;911.0538;268.7224;714.1068;55.0272;503.8497;355.4334;26.9863;502.1664;237.3072;136.1786;27.8201;0.62;336.39404;161.5056;42.9322;35.3952;85.5537;76.1431;15.2925;9.4721;29.759;15.4272;8.5336;11.3025;9.3384695;3.347;1.2883337
C24L2;9/18/2020;healthy;24;2;7.0218544;880.7507;306.0149;668.5963;55.616;556.9736;340.3371;18.7757;483.8978;222.756;167.8419;47.7211;3.9485;322.07993;164.9262;58.0688;36.7513;76.6581;53.7668;16.4473;22.2465;37.166;20.5081;5.0264;11.0155;2.5218782;9.8625;4.7635446
C24L2;9/18/2020;healthy;24;2;9.2889328;812.8499;360.3838;731.0327;70.6564;565.8559;391.8144;24.0496;461.097;240.6482;181.681;39.5467;2.1023;355.78143;167.8599;45.964;47.1439;87.6528;72.1681;16.78;7.7632;35.2953;20.8402;7.9495;9.4133;2.3582354;7.8724;1.0870433
C24L2;9/18/2020;healthy;24;2;21.525118;821.3812;368.8666;798.1079;73.5495;634.1632;453.1794;27.6584;509.7617;238.4118;139.0133;52.0996;4.0775;331.10672;209.5848;46.7681;52.025;100.9663;60.9416;23.8951;11.7106;37.5165;8.5293;3.7748;9.7825;6.0911212;9.2566;4.1727061
C24L2;9/18/2020;healthy;24;2;13.164645;893.4898;298.2248;840.4384;53.4777;636.5443;481.5621;14.8968;447.5032;262.714;127.6323;48.2477;3.6303;344.89417;213.0237;63.4609;42.9691;115.6037;75.4205;37.5023;12.0264;36.4816;11.2112;3.659;5.3614;6.5063086;4.8807;2.185951
T24S2;9/18/2020;induced;24;2;30.57939;1206.1648;441.1524;1142.597;78.5429;944.2222;685.7845;24.5858;620.4153;342.4116;209.862;41.4252;0.5051;329.86401;260.0166;61.9781;134.0369;175.7669;163.8242;30.1198;16.8391;51.5095;15.4911;22.525;18.3507;13.89433;3.2941;5.4740477
T24S2;9/18/2020;induced;24;2;23.127111;1062.2316;384.7201;1103.0045;84.6457;951.5937;748.7271;21.3874;651.1676;357.2889;186.6487;45.1833;1.4742;361.84821;255.8158;59.6806;126.7043;160.4723;142.6398;25.6037;11.4759;57.1309;17.1597;14.6818;11.8218;8.9758024;5.2597;5.9368172
T24S2;9/18/2020;induced;24;2;25.002518;1091.1149;441.2139;1130.6647;95.7515;952.9883;702.7034;42.6973;580.5193;353.7726;210.7732;44.9032;0.978;386.68411;248.2438;50.5499;130.0252;147.7813;131.1196;45.0704;16.9873;40.213;13.1058;13.9874;19.4499;12.110765;5.9651;4.1310635
T24S2;9/18/2020;induced;24;2;26.91152;1215.8217;432.5886;1119.2357;85.4599;1018.4945;781.3726;31.7589;622.4579;355.0329;201.3884;44.5315;3.1507;421.99274;238.362;40.0398;126.8222;170.6433;157.3498;27.7413;20.7373;50.4646;9.1396;31.6468;17.8222;19.254673;8.9163;4.6492734
T24S2;9/18/2020;induced;24;2;24.248308;1050.2312;439.2218;1128.0388;74.0225;918.3546;748.239;26.7713;529.4745;349.9035;206.423;49.6382;4.2589;403.65115;247.3709;67.6655;118.2149;166.6464;156.2154;28.5587;17.2149;48.691;20.3116;16.1241;20.3386;9.5619946;13.0539;6.7583003
T24S2;9/18/2020;induced;24;2;22.424725;1151.5635;460.979;1143.4705;98.426;918.9516;730.9091;33.5406;611.3486;372.2517;219.2093;38.1624;1.1421;412.45609;231.1228;63.9461;127.1311;134.6111;187.3492;25.6843;16.5794;60.4378;13.3656;24.0802;23.7072;4.4983144;12.2673;7.0091705
T24S2;9/18/2020;induced;24;2;28.017405;1145.3636;411.0519;1066.687;94.2537;908.9173;680.1764;31.6361;617.7144;337.4047;212.9756;52.62;1.1873;392.13559;229.3699;58.4283;157.2863;168.2982;168.5598;33.7521;11.9264;54.8029;9.7917;24.2632;22.9273;4.1684508;9.5224;5.1072435
T24S2;9/18/2020;induced;24;2;31.201277;1167.0626;390.4185;1123.2363;90.4827;1007.2706;669.0548;30.5545;584.9484;367.0862;202.5495;62.9451;3.2881;403.41599;265.8619;73.0318;137.7069;156.5232;148.9733;37.8039;20.7849;40.7202;15.8949;25.9091;21.2894;8.6856432;5.6034;8.3216534
T24S2;9/18/2020;induced;24;2;33.697121;1166.0685;408.2914;1175.6455;88.4603;944.8302;758.7058;42.2165;597.322;382.6774;205.2578;45.341;5.822;377.00906;260.3925;69.3195;108.997;134.6825;147.1297;32.0281;16.6592;48.6595;10.3675;23.0945;24.6513;8.5593414;5.1796;5.4560809
T24S2;9/18/2020;induced;24;2;34.440479;1143.9087;463.0566;1228.1724;73.609;925.2668;749.9221;30.2258;580.491;353.6313;216.9773;42.4686;1.6154;403.60974;254.7013;57.9543;122.5988;122.1464;143.0198;32.1673;18.7412;51.6368;15.8783;16.0717;20.7643;3.5856442;6.5499;10.200902
T24S2;9/18/2020;induced;24;2;30.057993;1099.0192;445.7791;1205.4067;63.3727;946.6527;776.8657;36.2423;598.8572;369.6732;200.7958;43.7787;1.7817;393.41873;301.1974;71.1875;122.5669;160.7387;157.1913;28.2702;19.3189;43.9118;18.4509;18.6927;23.5876;9.1307545;6.4611;9.416378
T24S2;9/18/2020;induced;24;2;25.072966;1136.7886;413.5523;1126.802;106.5668;962.5554;766.9162;50.6352;590.8357;402.0083;230.656;46.7095;4.5366;372.64316;241.075;68.4926;102.957;127.0975;136.9481;33.321;16.1619;48.4036;21.6489;17.4686;24.246;8.2596598;8.1894;1.8613161
T24S2;9/18/2020;induced;24;2;17.605915;1235.629;443.091;1151.5831;79.497;944.2853;795.4089;36.776;632.6279;375.1283;243.053;49.3162;2.1524;382.36798;274.7001;85.211;118.3574;169.396;160.1732;34.2444;16.1879;44.5719;18.4453;20.7371;26.9242;11.126076;15.7944;2.3908849
T24S2;9/18/2020;induced;24;2;21.04908;1160.9332;458.0658;1306.4082;78.6958;932.2524;838.2126;47.8312;556.9006;367.7851;215.6152;39.9047;3.266;391.0564;230.9193;68.7414;135.3503;152.5839;172.9013;45.9734;19.498;49.9293;22.2017;18.4947;33.4167;7.8485384;11.468;2.8621972
T24S2;9/18/2020;induced;24;2;28.412346;1167.7734;446.0935;1119.3315;106.7493;961.2664;721.4349;35.2181;596.2687;337.8404;257.268;56.153;2.5351;344.9465;277.4208;63.2994;102.7182;142.1642;178.6302;30.8573;18.5631;46.5271;12.3175;17.894;30.2696;3.538594;11.6077;8.3452539
T24S2;9/18/2020;induced;24;2;22.396603;1164.9185;480.5338;1178.9064;93.0929;993.458;787.7525;27.8542;571.0822;383.7133;222.3208;52.815;5.5413;443.51923;274.2211;64.2013;117.983;147.5687;157.7085;35.8449;18.3063;57.6274;8.9685;10.1085;18.276;11.343719;8.5248;3.7669919
T24S2;9/18/2020;induced;24;2;29.403429;1150.8483;443.5722;1188.2814;100.0032;1075.0911;784.5023;31.2727;579.8836;349.268;207.2934;46.7531;4.2639;409.31781;252.3612;74.0411;112.8478;151.9182;152.1061;33.6609;17.6631;50.7706;17.5159;12.773;20.7977;4.4813046;11.4053;2.6868598
T24S2;9/18/2020;induced;24;2;24.379875;1222.7539;478.4617;1205.7538;95.5009;978.4036;760.6332;27.6057;581.2575;429.1334;228.9133;40.6741;5.2829;388.89746;298.3844;64.1026;126.4338;124.3709;193.0534;36.5752;12.5442;47.1047;22.2319;19.7775;19.8232;10.087914;5.9975;1.5901269
T24S2;9/18/2020;induced;24;2;23.071743;1174.8719;472.2124;1296.821;109.5673;1000.7756;802.4919;47.1981;616.1704;375.14;243.7655;46.192;1.7139;397.53973;272.6402;72.2025;123.9116;140.691;183.0863;40.1249;18.7252;43.6751;10.7636;15.7756;15.2353;11.545922;9.4395;5.5601039
T24S2;9/18/2020;induced;24;2;19.303665;1138.6615;469.0383;1202.8998;87.2023;998.832;734.1476;41.4617;539.0026;375.4477;237.6332;48.6926;5.2057;400.99652;279.2061;61.8573;117.4372;152.8792;177.3547;34.0266;25.1365;50.8835;11.2345;20.6523;29.759;5.5641794;9.4975;1.1676357
T24S2;9/18/2020;induced;24;2;28.040651;1212.4917;523.8685;1579.076;90.7613;1028.0745;914.7833;40.7151;616.9008;392.4817;247.6525;46.2775;4.9824;386.65701;326.3334;84.3362;112.5649;145.1267;165.6251;43.9287;17.1577;52.713;17.5519;29.3149;29.331;7.81812;8.7732;8.2295704
T24S2;9/18/2020;induced;24;2;27.172434;1169.4155;468.4565;1605.0432;115.5443;1054.4757;1111.8718;28.4661;640.2235;420.3339;254.2794;59.0104;1.8686;374.82135;377.9616;80.1615;110.842;152.4213;151.0122;49.9667;29.3768;49.001;19.7912;23.4866;22.5888;23.190317;10.6558;7.0759449
T24S2;9/18/2020;induced;24;2;32.218872;1203.4528;424.1349;1459.7534;112.359;1007.5071;945.7556;44.0871;591.5137;390.6753;209.0211;54.1772;3.1452;394.46191;373.0793;72.2879;137.6375;166.9295;187.09;26.7327;14.6903;51.151;18.0014;16.9201;34.7123;13.617496;9.0169;3.1165483
T24S2;9/18/2020;induced;24;2;19.251348;1097.5798;441.1052;1395.3286;123.1103;937.0359;842.4661;24.7799;665.382;397.7401;200.1624;57.1547;5.2089;401.85812;317.6384;65.4527;126.0297;144.524;167.8975;38.4732;27.2867;52.9579;18.6757;13.5576;30.6709;8.5848885;11.6264;5.055377
T24S2;9/18/2020;induced;24;2;19.038332;1168.5167;473.9339;1628.9594;132.4762;1105.5725;1024.8876;26.2655;701.3936;392.4971;230.9689;57.1505;1.7656;400.33582;326.615;66.9405;129.0439;159.9017;170.9014;44.5011;18.9629;45.6498;22.9422;20.6655;18.9151;11.714931;10.412;5.8009915
C25L2;9/18/2020;healthy;25;2;7.8916593;754.879;253.6277;248.9251;31.8145;557.2526;301.4514;9.3194;334.0249;196.6253;138.1914;25.6567;0.1502;323.2294;324.5034;52.9487;50.8163;177.6108;40.6403;10.0464;13.8007;45.004;14.0279;9.4283;60.2793;9.6157951;4.7342;0.26607364
C25L2;9/18/2020;healthy;25;2;5.7203422;841.188;292.3281;325.3805;27.6874;644.3527;328.9511;8.1067;391.3882;219.5743;149.8111;31.2599;4.7918;297.3425;408.8263;55.0083;69.4155;150.253;67.8172;14.3415;14.3938;35.8411;7.4447;8.0961;79.1997;6.9153342;2.2626;1.2994986
C25L2;9/18/2020;healthy;25;2;7.324841;771.2399;267.3212;334.3708;54.4757;569.5538;340.4291;16.6049;398.8058;283.6577;146.8609;34.654;0;312.56085;454.6245;59.104;68.4756;168.821;50.6606;15.1967;26.297;43.9062;13.4719;11.4266;67.9528;3.9050663;2.0565;4.5421391
C25L2;9/18/2020;healthy;25;2;9.625164;791.7463;312.7373;366.4494;36.7792;629.7999;329.8501;18.8667;464.7763;228.7674;143.2286;35.3371;0.5269;329.58987;421.3238;59.1551;72.7046;149.4367;63.8151;17.3813;16.4495;44.8417;12.4577;10.9585;55.3085;2.8161666;8.5277;2.3781743
C25L2;9/18/2020;healthy;25;2;10.463797;968.6758;306.8558;366.5213;37.0824;606.315;308.3161;13.4061;396.2299;283.5591;160.8748;41.8358;0;291.57172;419.6419;57.3183;95.005;140.838;61.2245;17.7449;10.4406;39.6254;7.0984;21.7099;63.8777;1.5948035;2.6252;4.5514879
C25L2;9/18/2020;healthy;25;2;6.7460704;989.1703;280.4285;861.4636;60.5261;683.6982;465.1909;20.1038;666.4786;272.1312;165.8263;33.5523;3.7956;336.02982;464.8826;44.798;88.2907;130.7079;87.5315;26.1682;14.55;34.081;17.4348;5.1434;55.3386;1.4591982;2.2243;0.39249456
C25L2;9/18/2020;healthy;25;2;7.5895233;1131.2294;359.1747;1000.8891;85.7547;739.4537;588.7986;24.49;796.9418;286.1762;152.7694;43.7365;8.0183;326.67694;458.1134;52.3694;78.9567;130.2446;83.3316;21.6836;5.5114;39.5905;16.2435;9.7892;57.5859;6.3272486;8.5188;3.6517329
C25L2;9/18/2020;healthy;25;2;10.990775;1214.6698;392.7264;1063.6797;66.8156;795.3026;569.1269;21.0912;792.8278;327.4319;186.658;46.0934;3.5195;319.53638;439.2817;59.756;94.8687;140.1493;71.4591;22.9016;13.4749;40.7525;8.2466;12.6467;49.717;4.4301281;13.8916;11.494278
C25L2;9/18/2020;healthy;25;2;6.062604;1053.6158;410.186;1198.4564;84.059;835.8016;571.8399;18.9096;838.5118;365.0269;165.37;66.9082;6.5636;451.78934;388.3708;58.3259;104.7144;179.327;80.3453;26.6971;8.0192;40.9959;14.9621;20.2462;46.0074;5.4394088;10.9534;3.5083008
C25L2;9/18/2020;healthy;25;2;12.154859;1186.5626;444.7457;1187.8263;103.6562;807.3537;595.7638;14.8119;822.3862;339.4821;198.4909;38.0912;8.6619;347.98187;446.0067;50.037;93.2505;157.1626;90.6221;17.8509;32.9539;33.368;5.8732;15.2086;46.6194;5.6465716;13.0592;6.1479726
C25L2;9/18/2020;healthy;25;2;9.4485006;1210.5961;443.0063;1200.7775;68.9914;837.3635;589.6789;32.9729;782.8627;335.1404;180.4155;39.7506;6.0174;409.40552;419.3261;61.5043;102.3782;148.1796;111.5012;38.0871;14.2943;48.2679;11.4046;10.7388;33.1754;5.5000415;19.3225;2.8219464
C25L2;9/18/2020;healthy;25;2;10.39617;1135.6835;423.67;1157.298;90.1614;827.3677;608.0162;34.8828;858.6471;333.972;162.5524;40.5319;4.696;390.85312;368.4131;48.964;115.0415;145.9303;112.481;26.8858;20.2691;50.4752;12.1644;9.6153;29.2172;7.1089935;24.3986;2.2825422
C25L2;9/18/2020;healthy;25;2;4.4424372;1148.4016;354.2799;1095.4611;102.5825;785.5326;606.8845;27.6525;827.2742;302.5665;196.4459;54.6983;0.0528;431.05917;318.4454;54.5353;86.2764;161.4547;107.1286;27.0411;11.9019;46.1946;19.2715;7.6974;33.6503;5.5101261;11.7612;2.8372853
C25L2;9/18/2020;healthy;25;2;6.4726996;1071.5658;441.3357;1134.8146;82.1516;901.705;625.7341;38.2778;767.9918;358.4783;193.5437;49.506;4.1466;390.74377;373.5106;70.908;118.5421;172.0553;117.3987;37.568;8.2988;56.0651;15.5345;11.1528;35.6267;6.4705;17.8192;8.1151047
C25L2;9/18/2020;healthy;25;2;8.4774504;1095.3291;383.1165;1068.8826;87.1688;775.0926;574.2727;38.7008;769.8043;316.4771;217.2206;42.6491;2.9725;423.77435;328.7517;72.5438;83.6701;137.4763;115.2727;37.6598;7.1072;36.6852;14.2827;12.5131;20.7782;13.673832;2.9026;4.2772832
C25L2;9/18/2020;healthy;25;2;12.005941;1091.5494;406.9863;1022.9119;69.5591;740.3363;508.7405;26.4838;778.4584;305.5276;172.2622;55.0822;1.987;383.207;285.5239;49.75;110.2514;132.8708;115.2629;24.1561;18.8479;50.4362;10.6111;13.1657;24.2995;5.313076;5.6923;11.891599
C25L2;9/18/2020;healthy;25;2;12.791712;1065.3789;416.6071;947.1581;84.0693;805.1613;527.4761;39.0306;820.3207;289.1173;183.7713;52.2249;5.0046;409.44614;301.5677;71.3374;113.4203;122.2267;114.8634;40.9222;20.232;49.7832;12.8068;11.042;34.037;7.6823478;12.9635;5.7306275
C25L2;9/18/2020;healthy;25;2;5.9432921;841.3674;302.8756;503.9629;71.3561;575.5375;354.5549;24.3578;378.7172;236.1767;142.3636;25.4787;6.7371;355.57983;184.0587;43.4073;72.8018;119.7191;75.4464;21.9273;15.3004;28.5105;9.1925;5.5929;16.9377;4.0037003;12.4842;3.8318324
C25L2;9/18/2020;healthy;25;2;13.485766;564.8097;199.6827;132.1794;21.8671;471.5436;205.4674;12.0198;98.5027;148.8702;93.0235;7.3293;1.6593;275.17624;80.1203;39.0135;16.5909;112.5019;52.0886;4.5714;16.0888;21.5023;15.5488;1.9387;11.7929;0.93720055;0.0458;5.1787829
T25S2;9/18/2020;induced;25;2;8.7554884;1015.9122;330.225;680.4988;73.3004;663.2986;478.0078;29.3252;770.9376;250.1206;175.3575;39.2462;5.1099;338.41452;230.8391;66.8175;97.2831;106.41;99.7624;22.1332;8.7565;34.0867;5.4142;11.2104;14.1724;6.1384201;6.9749;4.1995549
T25S2;9/18/2020;induced;25;2;8.2442379;991.618;357.2673;718.8346;65.8637;713.3;461.0964;26.3724;808.8795;285.3959;151.917;47.6844;1.9368;347.06088;216.4528;57.0842;85.7134;109.0608;66.0749;19.1385;12.532;36.3922;11.1716;6.8496;18.2456;3.479861;8.1061;4.8785286
T25S2;9/18/2020;induced;25;2;10.979556;1044.8015;334.9217;694.4912;72.1346;749.8519;510.5392;29.8085;705.5584;343.1503;150.7917;49.1464;8.4886;331.80606;213.2705;55.2182;83.0743;110.3831;69.2131;21.9003;10.7192;29.3137;11.5058;9.6226;21.5682;3.0531285;9.6777;2.868849
T25S2;9/18/2020;induced;25;2;7.7404394;1058.6388;340.3371;683.7731;73.0114;690.4733;487.9506;30.9094;740.4644;276.3073;174.13;41.2613;0.9299;352.82764;252.8622;77.3279;71.8002;123.9809;69.9724;26.4561;12.584;32.9631;10.489;3.2157;21.2396;0.93903279;3.0332;8.4757891
T25S2;9/18/2020;induced;25;2;12.404752;936.5271;333.038;705.4384;85.4291;844.7068;471.6514;16.6111;733.4221;267.9151;187.9043;35.2628;3.9195;344.16217;228.2148;59.6587;74.6031;145.4864;93.8205;18.2234;16.2888;28.7751;11.3933;10.1733;28.7119;3.3144243;8.8466;2.8483222
T25S2;9/18/2020;induced;25;2;10.42791;994.8583;340.6148;765.4504;83.679;834.291;484.3737;21.2756;715.1649;309.9843;183.5531;41.8745;1.4438;390.56912;223.18;66.1844;70.3202;185.9066;85.9471;22.5212;8.927;34.1722;12.4377;11.13;17.5358;3.5158598;12.2982;1.0999401
T25S2;9/18/2020;induced;25;2;6.4609771;1057.8232;349.7046;761.179;74.5005;911.4825;543.2963;30.2893;673.5213;317.3941;195.2992;44.1494;0.8977;340.49179;233.4967;57.5975;86.5282;221.743;83.6497;28.2613;12.6489;50.236;9.0573;14.9979;23.6594;8.5133934;9.0698;6.8274984
T25S2;9/18/2020;induced;25;2;5.5553274;1137.3688;346.1807;780.5908;57.871;1045.9335;539.5152;31.1191;768.9814;315.396;188.0336;60.2007;3.7713;402.91519;219.4837;56.1964;82.8112;195.302;83.3547;23.1721;7.3979;41.7668;10.1008;9.03;26.685;1.3583268;18.5872;4.755363
T25S2;9/18/2020;induced;25;2;7.782362;1034.5066;369.5909;815.6902;90.3908;1040.9882;602.5223;28.9192;710.0112;292.6518;185.0185;59.6915;2.5878;400.39185;252.2849;55.2008;64.387;207.1516;95.2523;19.1332;25.0736;34.6418;12.5802;11.4581;23.072;7.3258691;16.3367;6.5655508
